gene,targetId,diseaseId,disease,score,known_clinical
RAB20,ENSG00000139832,Orphanet_145,Hereditary breast and ovarian cancer syndrome,0.8734,False
RAB21,ENSG00000080371,MONDO_0001852,small intestine lymphoma,0.5768,False
RAB21,ENSG00000080371,MONDO_0001879,anus cancer,0.9053,False
RAB21,ENSG00000080371,MONDO_0002087,peritoneum cancer,0.548,False
RAB21,ENSG00000080371,MONDO_0002225,ovarian sarcoma,0.5313,False
RAB21,ENSG00000080371,MONDO_0002586,thymus cancer,0.7443,False
RAB21,ENSG00000080371,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.8765,False
RAB21,ENSG00000080371,MONDO_0003090,extrahepatic bile duct carcinoma,0.7149,False
RAB21,ENSG00000080371,MONDO_0003478,childhood ependymoma,0.5056,False
RAB21,ENSG00000080371,MONDO_0003541,adult acute lymphoblastic leukemia,0.7305,False
RAB21,ENSG00000080371,MONDO_0003869,childhood brain stem glioma,0.6624,False
RAB21,ENSG00000080371,MONDO_0003874,ovarian serous surface papillary adenocarcinoma,0.672,False
RAB21,ENSG00000080371,MONDO_0004111,refractory hematologic cancer,0.7648,False
RAB21,ENSG00000080371,MONDO_0004180,benign urinary system neoplasm,0.5526,False
RAB21,ENSG00000080371,MONDO_0007254,breast cancer,0.5242,False
RAB21,ENSG00000080371,MONDO_0008170,ovarian cancer,0.5297,False
RAB21,ENSG00000080371,MONDO_0008315,prostate cancer,0.6487,False
RAB21,ENSG00000080371,MONDO_0008318,Proteus syndrome,0.815,False
RAB21,ENSG00000080371,MONDO_0016216,adult hepatocellular carcinoma,0.5759,False
RAB21,ENSG00000080371,MONDO_0019456,acute myeloid leukemia with multilineage dysplasia,0.7196,False
RAB21,ENSG00000080371,MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome,0.7026,False
RAB21,ENSG00000080371,MONDO_0020657,human papillomavirus-related squamous cell carcinoma,0.6707,False
RAB21,ENSG00000080371,MONDO_0020690,adult glioblastoma,0.9053,False
RAB21,ENSG00000080371,MONDO_0021538,verrucous carcinoma of oral cavity,0.5366,False
RAB21,ENSG00000080371,MONDO_0024327,chronic renal failure syndrome,0.5869,False
RAB21,ENSG00000080371,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.9424,False
RAB21,ENSG00000080371,MONDO_0044787,nasal cavity and paranasal sinus squamous cell carcinoma,0.6666,False
RAB21,ENSG00000080371,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.948,False
RAB21,ENSG00000080371,MONDO_0045056,grade II meningioma,0.8044,False
RAB21,ENSG00000080371,EFO_0000096,neoplasm of mature B-cells,0.7215,False
RAB21,ENSG00000080371,EFO_0000304,breast adenocarcinoma,0.5651,False
RAB21,ENSG00000080371,EFO_0000330,childhood acute myeloid leukemia,0.6297,False
RAB21,ENSG00000080371,EFO_0000616,neoplasm,0.6067,False
RAB21,ENSG00000080371,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.8988,False
RAB21,ENSG00000080371,EFO_0002618,pancreatic carcinoma,0.7424,False
RAB21,ENSG00000080371,EFO_0003027,acute myeloblastic leukemia without maturation,0.7007,False
RAB21,ENSG00000080371,EFO_0003028,acute myeloblastic leukemia with maturation,0.9559,False
RAB21,ENSG00000080371,EFO_0003060,non-small cell lung carcinoma,0.9052,False
RAB21,ENSG00000080371,EFO_0003863,urogenital neoplasm,0.5774,False
RAB21,ENSG00000080371,EFO_0004284,upper aerodigestive tract neoplasm,0.9577,False
RAB21,ENSG00000080371,EFO_0005537,triple-negative breast cancer,0.6838,False
RAB21,ENSG00000080371,EFO_0006861,male breast carcinoma,0.7778,False
RAB21,ENSG00000080371,EFO_0009780,HER2 negative breast carcinoma,0.7736,False
RAB21,ENSG00000080371,EFO_0009878,drug interaction,0.6484,False
RAB21,ENSG00000080371,EFO_0020003,drug toxicity,0.7182,False
RAB21,ENSG00000080371,EFO_1000131,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",0.5452,False
RAB21,ENSG00000080371,EFO_1000251,Fallopian Tube Carcinoma,0.7849,False
RAB21,ENSG00000080371,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.5363,False
RAB21,ENSG00000080371,EFO_1000616,Uveal Melanoma,0.7235,False
RAB21,ENSG00000080371,EFO_1000649,estrogen-receptor positive breast cancer,0.5249,False
RAB21,ENSG00000080371,EFO_1001013,lethal midline granuloma,0.9325,False
RAB21,ENSG00000080371,EFO_1001100,peritoneal neoplasm,0.9311,False
RAB21,ENSG00000080371,EFO_1001110,pituitary-dependent Cushing's disease,0.7211,False
RAB21,ENSG00000080371,EFO_1001257,acute erythroblastic leukemia,0.5648,False
RAB21,ENSG00000080371,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.6707,False
RAB21,ENSG00000080371,EFO_1001799,incomplete abortion,0.5133,False
RAB21,ENSG00000080371,EFO_1001933,adult acute monocytic leukemia,0.5039,False
RAB21,ENSG00000080371,EFO_1001934,adult acute myeloid leukemia,0.7394,False
RAB21,ENSG00000080371,EFO_1001945,childhood acute myeloid leukemia with maturation,0.7618,False
RAB21,ENSG00000080371,EFO_1001952,endometrial adenosquamous carcinoma,0.6239,False
RAB21,ENSG00000080371,EFO_1001958,high grade ovarian serous adenocarcinoma,0.9609,False
RAB21,ENSG00000080371,EFO_1001963,ovarian mucinous cystadenocarcinoma,0.5005,False
RAB21,ENSG00000080371,EFO_1002001,core binding factor acute myeloid leukemia,0.7755,False
RAB21,ENSG00000080371,Orphanet_145,Hereditary breast and ovarian cancer syndrome,0.6444,False
RAB22A,ENSG00000124209,MONDO_0001187,urinary bladder cancer,0.5621,False
RAB22A,ENSG00000124209,MONDO_0002833,fallopian tube transitional cell carcinoma,0.6662,False
RAB22A,ENSG00000124209,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.742,False
RAB22A,ENSG00000124209,MONDO_0003869,childhood brain stem glioma,0.5622,False
RAB22A,ENSG00000124209,MONDO_0004111,refractory hematologic cancer,0.7698,False
RAB22A,ENSG00000124209,MONDO_0004180,benign urinary system neoplasm,0.5177,False
RAB22A,ENSG00000124209,MONDO_0020657,human papillomavirus-related squamous cell carcinoma,0.6533,False
RAB22A,ENSG00000124209,MONDO_0020690,adult glioblastoma,0.8818,False
RAB22A,ENSG00000124209,MONDO_0024327,chronic renal failure syndrome,0.7412,False
RAB22A,ENSG00000124209,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.9137,False
RAB22A,ENSG00000124209,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.5734,False
RAB22A,ENSG00000124209,MONDO_0045056,grade II meningioma,0.5995,False
RAB22A,ENSG00000124209,EFO_0000616,neoplasm,0.6597,False
RAB22A,ENSG00000124209,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.6468,False
RAB22A,ENSG00000124209,EFO_0003028,acute myeloblastic leukemia with maturation,0.7186,False
RAB22A,ENSG00000124209,EFO_0003060,non-small cell lung carcinoma,0.5686,False
RAB22A,ENSG00000124209,EFO_0004284,upper aerodigestive tract neoplasm,0.8657,False
RAB22A,ENSG00000124209,EFO_0009052,Pleuropulmonary blastoma,0.6184,False
RAB22A,ENSG00000124209,EFO_0009780,HER2 negative breast carcinoma,0.5956,False
RAB22A,ENSG00000124209,EFO_0009878,drug interaction,0.5012,False
RAB22A,ENSG00000124209,EFO_0020003,drug toxicity,0.7152,False
RAB22A,ENSG00000124209,EFO_1000251,Fallopian Tube Carcinoma,0.8115,False
RAB22A,ENSG00000124209,EFO_1000253,Fallopian Tube Serous Adenocarcinoma,0.556,False
RAB22A,ENSG00000124209,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.5151,False
RAB22A,ENSG00000124209,EFO_1001013,lethal midline granuloma,0.5637,False
RAB22A,ENSG00000124209,EFO_1001100,peritoneal neoplasm,0.8733,False
RAB22A,ENSG00000124209,EFO_1001110,pituitary-dependent Cushing's disease,0.6076,False
RAB22A,ENSG00000124209,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.7779,False
RAB22A,ENSG00000124209,EFO_1001799,incomplete abortion,0.7582,False
RAB22A,ENSG00000124209,EFO_1001958,high grade ovarian serous adenocarcinoma,0.8353,False
RAB23,ENSG00000112210,MONDO_0000645,fallopian tube benign neoplasm,0.502,False
RAB23,ENSG00000112210,MONDO_0001187,urinary bladder cancer,0.6295,False
RAB23,ENSG00000112210,MONDO_0001852,small intestine lymphoma,0.6853,False
RAB23,ENSG00000112210,MONDO_0001879,anus cancer,0.9284,False
RAB23,ENSG00000112210,MONDO_0002087,peritoneum cancer,0.765,False
RAB23,ENSG00000112210,MONDO_0002158,fallopian tube cancer,0.8283,False
RAB23,ENSG00000112210,MONDO_0002586,thymus cancer,0.7722,False
RAB23,ENSG00000112210,MONDO_0002833,fallopian tube transitional cell carcinoma,0.5888,False
RAB23,ENSG00000112210,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.9376,False
RAB23,ENSG00000112210,MONDO_0003090,extrahepatic bile duct carcinoma,0.7776,False
RAB23,ENSG00000112210,MONDO_0003196,appendix carcinoma,0.733,False
RAB23,ENSG00000112210,MONDO_0003383,fallopian tube clear cell adenocarcinoma,0.6544,False
RAB23,ENSG00000112210,MONDO_0003478,childhood ependymoma,0.6814,False
RAB23,ENSG00000112210,MONDO_0003503,fallopian tube squamous cell carcinoma,0.6072,False
RAB23,ENSG00000112210,MONDO_0003541,adult acute lymphoblastic leukemia,0.809,False
RAB23,ENSG00000112210,MONDO_0003660,adult lymphoma,0.5186,False
RAB23,ENSG00000112210,MONDO_0003666,fallopian tube endometrioid adenocarcinoma,0.7993,False
RAB23,ENSG00000112210,MONDO_0003869,childhood brain stem glioma,0.6375,False
RAB23,ENSG00000112210,MONDO_0003874,ovarian serous surface papillary adenocarcinoma,0.7185,False
RAB23,ENSG00000112210,MONDO_0004111,refractory hematologic cancer,0.8646,False
RAB23,ENSG00000112210,MONDO_0004180,benign urinary system neoplasm,0.5344,False
RAB23,ENSG00000112210,MONDO_0004222,ovarian clear cell cystadenocarcinoma,0.8456,False
RAB23,ENSG00000112210,MONDO_0004992,cancer,0.8739,False
RAB23,ENSG00000112210,MONDO_0007254,breast cancer,0.7028,False
RAB23,ENSG00000112210,MONDO_0008170,ovarian cancer,0.5369,False
RAB23,ENSG00000112210,MONDO_0008315,prostate cancer,0.7044,False
RAB23,ENSG00000112210,MONDO_0008318,Proteus syndrome,0.7524,False
RAB23,ENSG00000112210,MONDO_0016216,adult hepatocellular carcinoma,0.5405,False
RAB23,ENSG00000112210,MONDO_0018521,squamous cell carcinoma of pancreas,0.7106,False
RAB23,ENSG00000112210,MONDO_0019456,acute myeloid leukemia with multilineage dysplasia,0.7688,False
RAB23,ENSG00000112210,MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome,0.8827,False
RAB23,ENSG00000112210,MONDO_0020077,myelodysplastic/myeloproliferative disease,0.6703,False
RAB23,ENSG00000112210,MONDO_0020657,human papillomavirus-related squamous cell carcinoma,0.7544,False
RAB23,ENSG00000112210,MONDO_0020690,adult glioblastoma,0.9169,False
RAB23,ENSG00000112210,MONDO_0021074,precancerous condition,0.6319,False
RAB23,ENSG00000112210,MONDO_0021535,pancreatic neuroendocrine tumor G1,0.5131,False
RAB23,ENSG00000112210,MONDO_0024327,chronic renal failure syndrome,0.9474,False
RAB23,ENSG00000112210,MONDO_0036501,refractory malignant neoplasm,0.5439,False
RAB23,ENSG00000112210,MONDO_0040678,infiltrating urothelial carcinoma,0.5942,False
RAB23,ENSG00000112210,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.9422,False
RAB23,ENSG00000112210,MONDO_0044787,nasal cavity and paranasal sinus squamous cell carcinoma,0.6645,False
RAB23,ENSG00000112210,MONDO_0044889,high grade B-cell lymphoma,0.513,False
RAB23,ENSG00000112210,MONDO_0044903,myelofibrosis,0.5989,False
RAB23,ENSG00000112210,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.9717,False
RAB23,ENSG00000112210,MONDO_0045056,grade II meningioma,0.8387,False
RAB23,ENSG00000112210,MONDO_0850302,intracranial meningioma,0.6654,False
RAB23,ENSG00000112210,EFO_0000096,neoplasm of mature B-cells,0.9127,False
RAB23,ENSG00000112210,EFO_0000198,myelodysplastic syndrome,0.5897,False
RAB23,ENSG00000112210,EFO_0000233,adenosquamous lung carcinoma,0.606,False
RAB23,ENSG00000112210,EFO_0000304,breast adenocarcinoma,0.5422,False
RAB23,ENSG00000112210,EFO_0000330,childhood acute myeloid leukemia,0.7513,False
RAB23,ENSG00000112210,EFO_0000574,lymphoma,0.6132,False
RAB23,ENSG00000112210,EFO_0000616,neoplasm,0.8604,False
RAB23,ENSG00000112210,EFO_0001378,multiple myeloma,0.6866,False
RAB23,ENSG00000112210,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.8395,False
RAB23,ENSG00000112210,EFO_0002618,pancreatic carcinoma,0.8231,False
RAB23,ENSG00000112210,EFO_0003027,acute myeloblastic leukemia without maturation,0.7613,False
RAB23,ENSG00000112210,EFO_0003028,acute myeloblastic leukemia with maturation,0.9647,False
RAB23,ENSG00000112210,EFO_0003060,non-small cell lung carcinoma,0.9016,False
RAB23,ENSG00000112210,EFO_0003859,uterine neoplasm,0.5015,False
RAB23,ENSG00000112210,EFO_0003869,breast neoplasm,0.5348,False
RAB23,ENSG00000112210,EFO_0003876,intermittent vascular claudication,0.6079,False
RAB23,ENSG00000112210,EFO_0004284,upper aerodigestive tract neoplasm,0.9828,False
RAB23,ENSG00000112210,EFO_0004599,acute graft vs. host disease,0.545,False
RAB23,ENSG00000112210,EFO_0006861,male breast carcinoma,0.8687,False
RAB23,ENSG00000112210,EFO_0009780,HER2 negative breast carcinoma,0.77,False
RAB23,ENSG00000112210,EFO_0009878,drug interaction,0.8661,False
RAB23,ENSG00000112210,EFO_0020003,drug toxicity,0.8615,False
RAB23,ENSG00000112210,EFO_1000131,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",0.642,False
RAB23,ENSG00000112210,EFO_1000238,Endometrial Serous Adenocarcinoma,0.5267,False
RAB23,ENSG00000112210,EFO_1000251,Fallopian Tube Carcinoma,0.8727,False
RAB23,ENSG00000112210,EFO_1000253,Fallopian Tube Serous Adenocarcinoma,0.5868,False
RAB23,ENSG00000112210,EFO_1000419,Ovarian Germ Cell Tumor,0.8478,False
RAB23,ENSG00000112210,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.8482,False
RAB23,ENSG00000112210,EFO_1000616,Uveal Melanoma,0.6669,False
RAB23,ENSG00000112210,EFO_1000652,acute pancreatitis,0.5717,False
RAB23,ENSG00000112210,EFO_1001013,lethal midline granuloma,0.9533,False
RAB23,ENSG00000112210,EFO_1001100,peritoneal neoplasm,0.9529,False
RAB23,ENSG00000112210,EFO_1001110,pituitary-dependent Cushing's disease,0.9047,False
RAB23,ENSG00000112210,EFO_1001257,acute erythroblastic leukemia,0.721,False
RAB23,ENSG00000112210,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.945,False
RAB23,ENSG00000112210,EFO_1001799,incomplete abortion,0.734,False
RAB23,ENSG00000112210,EFO_1001933,adult acute monocytic leukemia,0.6788,False
RAB23,ENSG00000112210,EFO_1001934,adult acute myeloid leukemia,0.837,False
RAB23,ENSG00000112210,EFO_1001945,childhood acute myeloid leukemia with maturation,0.8377,False
RAB23,ENSG00000112210,EFO_1001952,endometrial adenosquamous carcinoma,0.6187,False
RAB23,ENSG00000112210,EFO_1001958,high grade ovarian serous adenocarcinoma,0.9878,False
RAB23,ENSG00000112210,EFO_1001963,ovarian mucinous cystadenocarcinoma,0.6295,False
RAB23,ENSG00000112210,EFO_1002001,core binding factor acute myeloid leukemia,0.7763,False
RAB23,ENSG00000112210,Orphanet_145,Hereditary breast and ovarian cancer syndrome,0.7883,False
RAB24,ENSG00000169228,MONDO_0001852,small intestine lymphoma,0.714,False
RAB24,ENSG00000169228,MONDO_0001879,anus cancer,0.9269,False
RAB24,ENSG00000169228,MONDO_0002087,peritoneum cancer,0.613,False
RAB24,ENSG00000169228,MONDO_0002158,fallopian tube cancer,0.6543,False
RAB24,ENSG00000169228,MONDO_0002586,thymus cancer,0.7961,False
RAB24,ENSG00000169228,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.9123,False
RAB24,ENSG00000169228,MONDO_0003090,extrahepatic bile duct carcinoma,0.7423,False
RAB24,ENSG00000169228,MONDO_0003196,appendix carcinoma,0.7226,False
RAB24,ENSG00000169228,MONDO_0003478,childhood ependymoma,0.5965,False
RAB24,ENSG00000169228,MONDO_0003503,fallopian tube squamous cell carcinoma,0.5151,False
RAB24,ENSG00000169228,MONDO_0003541,adult acute lymphoblastic leukemia,0.8503,False
RAB24,ENSG00000169228,MONDO_0003666,fallopian tube endometrioid adenocarcinoma,0.6175,False
RAB24,ENSG00000169228,MONDO_0003874,ovarian serous surface papillary adenocarcinoma,0.6633,False
RAB24,ENSG00000169228,MONDO_0004111,refractory hematologic cancer,0.9022,False
RAB24,ENSG00000169228,MONDO_0004180,benign urinary system neoplasm,0.5219,False
RAB24,ENSG00000169228,MONDO_0004222,ovarian clear cell cystadenocarcinoma,0.7494,False
RAB24,ENSG00000169228,MONDO_0004992,cancer,0.6239,False
RAB24,ENSG00000169228,MONDO_0007254,breast cancer,0.6269,False
RAB24,ENSG00000169228,MONDO_0008315,prostate cancer,0.5789,False
RAB24,ENSG00000169228,MONDO_0008318,Proteus syndrome,0.7106,False
RAB24,ENSG00000169228,MONDO_0018521,squamous cell carcinoma of pancreas,0.6958,False
RAB24,ENSG00000169228,MONDO_0019456,acute myeloid leukemia with multilineage dysplasia,0.8781,False
RAB24,ENSG00000169228,MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome,0.9053,False
RAB24,ENSG00000169228,MONDO_0020077,myelodysplastic/myeloproliferative disease,0.6173,False
RAB24,ENSG00000169228,MONDO_0020657,human papillomavirus-related squamous cell carcinoma,0.6164,False
RAB24,ENSG00000169228,MONDO_0020690,adult glioblastoma,0.8805,False
RAB24,ENSG00000169228,MONDO_0024327,chronic renal failure syndrome,0.8542,False
RAB24,ENSG00000169228,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.8891,False
RAB24,ENSG00000169228,MONDO_0044787,nasal cavity and paranasal sinus squamous cell carcinoma,0.6482,False
RAB24,ENSG00000169228,MONDO_0044889,high grade B-cell lymphoma,0.5012,False
RAB24,ENSG00000169228,MONDO_0044903,myelofibrosis,0.6308,False
RAB24,ENSG00000169228,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.9613,False
RAB24,ENSG00000169228,MONDO_0045056,grade II meningioma,0.7262,False
RAB24,ENSG00000169228,MONDO_0850302,intracranial meningioma,0.599,False
RAB24,ENSG00000169228,EFO_0000096,neoplasm of mature B-cells,0.8733,False
RAB24,ENSG00000169228,EFO_0000198,myelodysplastic syndrome,0.7444,False
RAB24,ENSG00000169228,EFO_0000221,acute monocytic leukemia,0.5836,False
RAB24,ENSG00000169228,EFO_0000330,childhood acute myeloid leukemia,0.8049,False
RAB24,ENSG00000169228,EFO_0000403,diffuse large B-cell lymphoma,0.5644,False
RAB24,ENSG00000169228,EFO_0000616,neoplasm,0.7811,False
RAB24,ENSG00000169228,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.9342,False
RAB24,ENSG00000169228,EFO_0002618,pancreatic carcinoma,0.7586,False
RAB24,ENSG00000169228,EFO_0003027,acute myeloblastic leukemia without maturation,0.8024,False
RAB24,ENSG00000169228,EFO_0003028,acute myeloblastic leukemia with maturation,0.9748,False
RAB24,ENSG00000169228,EFO_0003060,non-small cell lung carcinoma,0.8466,False
RAB24,ENSG00000169228,EFO_0004284,upper aerodigestive tract neoplasm,0.9606,False
RAB24,ENSG00000169228,EFO_0005537,triple-negative breast cancer,0.7474,False
RAB24,ENSG00000169228,EFO_0006861,male breast carcinoma,0.6352,False
RAB24,ENSG00000169228,EFO_0009780,HER2 negative breast carcinoma,0.6901,False
RAB24,ENSG00000169228,EFO_0009878,drug interaction,0.8443,False
RAB24,ENSG00000169228,EFO_0010580,blastic plasmacytoid dendritic cell neoplasm,0.5468,False
RAB24,ENSG00000169228,EFO_0020003,drug toxicity,0.8985,False
RAB24,ENSG00000169228,EFO_1000131,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",0.6669,False
RAB24,ENSG00000169228,EFO_1000251,Fallopian Tube Carcinoma,0.8074,False
RAB24,ENSG00000169228,EFO_1000419,Ovarian Germ Cell Tumor,0.8171,False
RAB24,ENSG00000169228,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.7372,False
RAB24,ENSG00000169228,EFO_1000616,Uveal Melanoma,0.6398,False
RAB24,ENSG00000169228,EFO_1001013,lethal midline granuloma,0.9669,False
RAB24,ENSG00000169228,EFO_1001100,peritoneal neoplasm,0.925,False
RAB24,ENSG00000169228,EFO_1001110,pituitary-dependent Cushing's disease,0.8292,False
RAB24,ENSG00000169228,EFO_1001257,acute erythroblastic leukemia,0.761,False
RAB24,ENSG00000169228,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.8669,False
RAB24,ENSG00000169228,EFO_1001799,incomplete abortion,0.7138,False
RAB24,ENSG00000169228,EFO_1001932,adult acute megakaryoblastic leukemia,0.5053,False
RAB24,ENSG00000169228,EFO_1001933,adult acute monocytic leukemia,0.7217,False
RAB24,ENSG00000169228,EFO_1001934,adult acute myeloid leukemia,0.8864,False
RAB24,ENSG00000169228,EFO_1001945,childhood acute myeloid leukemia with maturation,0.8651,False
RAB24,ENSG00000169228,EFO_1001947,childhood T acute lymphoblastic leukemia,0.5125,False
RAB24,ENSG00000169228,EFO_1001952,endometrial adenosquamous carcinoma,0.5995,False
RAB24,ENSG00000169228,EFO_1001958,high grade ovarian serous adenocarcinoma,0.9674,False
RAB24,ENSG00000169228,EFO_1001963,ovarian mucinous cystadenocarcinoma,0.6357,False
RAB24,ENSG00000169228,EFO_1002001,core binding factor acute myeloid leukemia,0.8512,False
RAB24,ENSG00000169228,Orphanet_145,Hereditary breast and ovarian cancer syndrome,0.7353,False
RAB25,ENSG00000132698,MONDO_0001852,small intestine lymphoma,0.5626,False
RAB25,ENSG00000132698,MONDO_0001879,anus cancer,0.7939,False
RAB25,ENSG00000132698,MONDO_0002158,fallopian tube cancer,0.5142,False
RAB25,ENSG00000132698,MONDO_0002586,thymus cancer,0.5216,False
RAB25,ENSG00000132698,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.8012,False
RAB25,ENSG00000132698,MONDO_0003090,extrahepatic bile duct carcinoma,0.5439,False
RAB25,ENSG00000132698,MONDO_0003196,appendix carcinoma,0.5292,False
RAB25,ENSG00000132698,MONDO_0003541,adult acute lymphoblastic leukemia,0.7107,False
RAB25,ENSG00000132698,MONDO_0004111,refractory hematologic cancer,0.8976,False
RAB25,ENSG00000132698,MONDO_0008318,Proteus syndrome,0.5045,False
RAB25,ENSG00000132698,MONDO_0019456,acute myeloid leukemia with multilineage dysplasia,0.8388,False
RAB25,ENSG00000132698,MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome,0.7439,False
RAB25,ENSG00000132698,MONDO_0020077,myelodysplastic/myeloproliferative disease,0.508,False
RAB25,ENSG00000132698,MONDO_0020690,adult glioblastoma,0.8569,False
RAB25,ENSG00000132698,MONDO_0024327,chronic renal failure syndrome,0.9006,False
RAB25,ENSG00000132698,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.8668,False
RAB25,ENSG00000132698,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.9113,False
RAB25,ENSG00000132698,EFO_0000096,neoplasm of mature B-cells,0.6548,False
RAB25,ENSG00000132698,EFO_0000198,myelodysplastic syndrome,0.5475,False
RAB25,ENSG00000132698,EFO_0000330,childhood acute myeloid leukemia,0.7436,False
RAB25,ENSG00000132698,EFO_0000616,neoplasm,0.6587,False
RAB25,ENSG00000132698,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.8492,False
RAB25,ENSG00000132698,EFO_0003027,acute myeloblastic leukemia without maturation,0.6999,False
RAB25,ENSG00000132698,EFO_0003028,acute myeloblastic leukemia with maturation,0.9591,False
RAB25,ENSG00000132698,EFO_0003060,non-small cell lung carcinoma,0.7188,False
RAB25,ENSG00000132698,EFO_0004284,upper aerodigestive tract neoplasm,0.9176,False
RAB25,ENSG00000132698,EFO_0006861,male breast carcinoma,0.5494,False
RAB25,ENSG00000132698,EFO_0009878,drug interaction,0.8245,False
RAB25,ENSG00000132698,EFO_0020003,drug toxicity,0.882,False
RAB25,ENSG00000132698,EFO_1000251,Fallopian Tube Carcinoma,0.7422,False
RAB25,ENSG00000132698,EFO_1000419,Ovarian Germ Cell Tumor,0.5024,False
RAB25,ENSG00000132698,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.54,False
RAB25,ENSG00000132698,EFO_1000616,Uveal Melanoma,0.553,False
RAB25,ENSG00000132698,EFO_1001013,lethal midline granuloma,0.9203,False
RAB25,ENSG00000132698,EFO_1001100,peritoneal neoplasm,0.8941,False
RAB25,ENSG00000132698,EFO_1001110,pituitary-dependent Cushing's disease,0.8436,False
RAB25,ENSG00000132698,EFO_1001257,acute erythroblastic leukemia,0.5621,False
RAB25,ENSG00000132698,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.752,False
RAB25,ENSG00000132698,EFO_1001799,incomplete abortion,0.6953,False
RAB25,ENSG00000132698,EFO_1001934,adult acute myeloid leukemia,0.7761,False
RAB25,ENSG00000132698,EFO_1001945,childhood acute myeloid leukemia with maturation,0.7981,False
RAB25,ENSG00000132698,EFO_1001958,high grade ovarian serous adenocarcinoma,0.9323,False
RAB25,ENSG00000132698,EFO_1002001,core binding factor acute myeloid leukemia,0.7147,False
RAB26,ENSG00000167964,MONDO_0001187,urinary bladder cancer,0.5052,False
RAB26,ENSG00000167964,MONDO_0001852,small intestine lymphoma,0.5066,False
RAB26,ENSG00000167964,MONDO_0001879,anus cancer,0.8403,False
RAB26,ENSG00000167964,MONDO_0002087,peritoneum cancer,0.7264,False
RAB26,ENSG00000167964,MONDO_0002158,fallopian tube cancer,0.7031,False
RAB26,ENSG00000167964,MONDO_0002586,thymus cancer,0.5347,False
RAB26,ENSG00000167964,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.8291,False
RAB26,ENSG00000167964,MONDO_0003090,extrahepatic bile duct carcinoma,0.618,False
RAB26,ENSG00000167964,MONDO_0003196,appendix carcinoma,0.657,False
RAB26,ENSG00000167964,MONDO_0003541,adult acute lymphoblastic leukemia,0.6822,False
RAB26,ENSG00000167964,MONDO_0004111,refractory hematologic cancer,0.7081,False
RAB26,ENSG00000167964,MONDO_0004222,ovarian clear cell cystadenocarcinoma,0.5775,False
RAB26,ENSG00000167964,MONDO_0004992,cancer,0.5747,False
RAB26,ENSG00000167964,MONDO_0008318,Proteus syndrome,0.7539,False
RAB26,ENSG00000167964,MONDO_0018521,squamous cell carcinoma of pancreas,0.6556,False
RAB26,ENSG00000167964,MONDO_0019456,acute myeloid leukemia with multilineage dysplasia,0.5141,False
RAB26,ENSG00000167964,MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome,0.608,False
RAB26,ENSG00000167964,MONDO_0020657,human papillomavirus-related squamous cell carcinoma,0.6007,False
RAB26,ENSG00000167964,MONDO_0020690,adult glioblastoma,0.7237,False
RAB26,ENSG00000167964,MONDO_0021074,precancerous condition,0.5422,False
