ensembl_gene_id,gene_symbol,druggability_tier,small_mol_druggable,bio_druggable,adme_gene
ENSG00000070501,POLB,Tier 2,Y,N,N
ENSG00000070610,GBA2,Tier 2,Y,N,N
ENSG00000070759,TESK2,Tier 2,Y,N,N
ENSG00000070770,CSNK2A2,Tier 2,Y,N,N
ENSG00000070831,CDC42,Tier 2,Y,N,N
ENSG00000071909,MYO3B,Tier 2,Y,N,N
ENSG00000073009,IKBKG,Tier 2,Y,N,N
ENSG00000073060,SCARB1,Tier 2,Y,N,N
ENSG00000074047,GLI2,Tier 2,Y,N,N
ENSG00000074416,MGLL,Tier 2,Y,N,N
ENSG00000074603,DPP8,Tier 2,Y,N,N
ENSG00000075673,ATP12A,Tier 2,Y,N,N
ENSG00000076555,ACACB,Tier 2,Y,N,N
ENSG00000077616,NAALAD2,Tier 2,Y,N,N
ENSG00000078061,ARAF,Tier 2,Y,N,N
ENSG00000078142,PIK3C3,Tier 2,Y,N,N
ENSG00000078549,ADCYAP1R1,Tier 2,Y,Y,N
ENSG00000079215,SLC1A3,Tier 2,Y,N,N
ENSG00000079435,LIPE,Tier 2,Y,N,N
ENSG00000080618,CPB2,Tier 2,Y,Y,N
ENSG00000080709,KCNN2,Tier 2,Y,N,N
ENSG00000084072,PPIE,Tier 2,N,Y,N
ENSG00000084774,CAD,Tier 2,Y,N,N
ENSG00000085377,PREP,Tier 2,Y,N,N
ENSG00000086061,DNAJA1,Tier 2,Y,N,N
ENSG00000086232,EIF2AK1,Tier 2,Y,N,N
ENSG00000086696,HSD17B2,Tier 2,Y,N,N
ENSG00000086991,NOX4,Tier 2,Y,N,N
ENSG00000087095,NLK,Tier 2,Y,N,N
ENSG00000088305,DNMT3B,Tier 2,Y,N,N
ENSG00000088926,F11,Tier 2,Y,Y,N
ENSG00000089022,MAPKAPK5,Tier 2,Y,N,N
ENSG00000089041,P2RX7,Tier 2,Y,N,N
ENSG00000089050,RBBP9,Tier 2,Y,N,N
ENSG00000089685,BIRC5,Tier 2,Y,N,N
ENSG00000091428,RAPGEF4,Tier 2,Y,N,N
ENSG00000091704,CPA1,Tier 2,Y,Y,N
ENSG00000092295,TGM1,Tier 2,Y,N,N
ENSG00000092531,SNAP23,Tier 2,N,Y,N
ENSG00000095015,MAP3K1,Tier 2,Y,N,N
ENSG00000095777,MYO3A,Tier 2,Y,N,N
ENSG00000097046,CDC7,Tier 2,Y,N,N
ENSG00000099194,SCD,Tier 2,Y,N,N
ENSG00000099810,MTAP,Tier 2,Y,N,N
ENSG00000100219,XBP1,Tier 2,Y,N,N
ENSG00000100300,TSPO,Tier 2,Y,N,N
ENSG00000100312,ACR,Tier 2,Y,Y,N
ENSG00000100324,TAB1,Tier 2,Y,N,N
ENSG00000100393,EP300,Tier 2,Y,N,N
ENSG00000100448,CTSG,Tier 2,Y,Y,N
ENSG00000100453,GZMB,Tier 2,Y,Y,N
ENSG00000100490,CDKL1,Tier 2,Y,N,N
ENSG00000100504,PYGL,Tier 2,Y,N,N
ENSG00000100906,NFKBIA,Tier 2,Y,N,N
ENSG00000101049,SGK2,Tier 2,Y,N,N
ENSG00000101160,CTSZ,Tier 2,Y,Y,N
ENSG00000101224,CDC25B,Tier 2,Y,N,N
ENSG00000101323,HAO1,Tier 2,Y,N,N
ENSG00000101444,AHCY,Tier 2,Y,N,N
ENSG00000101670,LIPG,Tier 2,Y,Y,N
ENSG00000101916,TLR8,Tier 2,Y,Y,N
ENSG00000101945,SUV39H1,Tier 2,Y,N,N
ENSG00000101958,GLRA2,Tier 2,Y,Y,N
ENSG00000101981,F9,Tier 2,Y,Y,N
ENSG00000102172,SMS,Tier 2,Y,N,N
ENSG00000102195,GPR50,Tier 2,Y,Y,N
ENSG00000102239,BRS3,Tier 2,Y,Y,N
ENSG00000102554,KLF5,Tier 2,Y,N,N
ENSG00000102699,PARP4,Tier 2,Y,N,N
ENSG00000103150,MLYCD,Tier 2,Y,N,N
ENSG00000103319,EEF2K,Tier 2,Y,N,N
ENSG00000103811,CTSH,Tier 2,Y,Y,N
ENSG00000104332,SFRP1,Tier 2,Y,Y,N
ENSG00000104885,DOT1L,Tier 2,Y,N,N
ENSG00000105143,SLC1A6,Tier 2,Y,N,N
ENSG00000105426,PTPRS,Tier 2,Y,N,N
ENSG00000105486,LIG1,Tier 2,Y,N,N
ENSG00000105492,SIGLEC6,Tier 2,N,Y,N
ENSG00000105501,SIGLEC5,Tier 2,N,Y,N
ENSG00000105642,KCNN1,Tier 2,Y,N,N
ENSG00000105835,NAMPT,Tier 2,Y,N,N
ENSG00000106018,VIPR2,Tier 2,N,Y,N
ENSG00000106100,NOD1,Tier 2,Y,N,N
ENSG00000106144,CASP2,Tier 2,Y,N,N
ENSG00000106366,SERPINE1,Tier 2,Y,Y,N
ENSG00000106633,GCK,Tier 2,Y,N,N
ENSG00000106682,EIF4H,Tier 2,Y,N,N
ENSG00000106683,LIMK1,Tier 2,Y,N,N
ENSG00000107077,KDM4C,Tier 2,Y,N,N
ENSG00000107593,PKD2L1,Tier 2,Y,N,N
ENSG00000107779,BMPR1A,Tier 2,Y,Y,N
ENSG00000107798,LIPA,Tier 2,Y,N,N
ENSG00000107968,MAP3K8,Tier 2,Y,N,N
ENSG00000108179,PPIF,Tier 2,N,Y,N
ENSG00000108379,WNT3,Tier 2,Y,Y,N
ENSG00000108479,GALK1,Tier 2,Y,N,N
ENSG00000108788,MLX,Tier 2,Y,N,N
ENSG00000108839,ALOX12,Tier 2,Y,N,N
ENSG00000108861,DUSP3,Tier 2,Y,N,N
ENSG00000109321,AREG,Tier 2,Y,Y,N
ENSG00000109323,MANBA,Tier 2,Y,N,N
ENSG00000109576,AADAT,Tier 2,Y,N,N
ENSG00000109861,CTSC,Tier 2,Y,Y,N
ENSG00000109991,P2RX3,Tier 2,Y,N,N
ENSG00000110090,CPT1A,Tier 2,Y,N,N
ENSG00000110436,SLC1A2,Tier 2,Y,N,N
ENSG00000110881,ASIC1,Tier 2,Y,Y,N
ENSG00000110887,DAO,Tier 2,Y,N,N
ENSG00000110911,SLC11A2,Tier 2,Y,N,N
ENSG00000111199,TRPV4,Tier 2,Y,N,N
ENSG00000111640,GAPDH,Tier 2,Y,N,N
ENSG00000111716,LDHB,Tier 2,Y,N,N
ENSG00000111725,PRKAB1,Tier 2,Y,N,N
ENSG00000111886,GABRR2,Tier 2,Y,Y,N
ENSG00000112079,STK38,Tier 2,Y,N,N
ENSG00000112245,PTP4A1,Tier 2,Y,N,N
ENSG00000112486,CCR6,Tier 2,Y,Y,N
ENSG00000112701,SENP6,Tier 2,Y,N,N
ENSG00000113262,GRM6,Tier 2,Y,N,N
ENSG00000113407,TARS,Tier 2,Y,N,N
ENSG00000113441,LNPEP,Tier 2,Y,Y,N
ENSG00000114166,KAT2B,Tier 2,Y,N,N
ENSG00000114491,UMPS,Tier 2,Y,N,N
ENSG00000114670,NEK11,Tier 2,Y,N,N
ENSG00000114738,MAPKAPK3,Tier 2,Y,N,N
ENSG00000114739,ACVR2B,Tier 2,Y,N,N
ENSG00000114812,VIPR1,Tier 2,N,Y,N
ENSG00000114854,TNNC1,Tier 2,Y,N,N
ENSG00000114857,NKTR,Tier 2,N,Y,N
ENSG00000114904,NEK4,Tier 2,Y,N,N
ENSG00000114999,TTL,Tier 2,Y,N,N
ENSG00000115233,PSMD14,Tier 2,Y,N,N
ENSG00000115252,PDE1A,Tier 2,Y,N,N
ENSG00000115415,STAT1,Tier 2,Y,N,N
ENSG00000115457,IGFBP2,Tier 2,Y,Y,N
ENSG00000115461,IGFBP5,Tier 2,Y,Y,N
ENSG00000115665,SLC5A7,Tier 2,Y,N,N
ENSG00000115687,PASK,Tier 2,Y,N,N
ENSG00000115828,QPCT,Tier 2,Y,Y,N
ENSG00000115919,KYNU,Tier 2,Y,N,N
ENSG00000116014,KISS1R,Tier 2,Y,Y,N
ENSG00000116016,EPAS1,Tier 2,Y,N,N
ENSG00000116039,ATP6V1B1,Tier 2,Y,N,N
ENSG00000116171,SCP2,Tier 2,Y,N,N
ENSG00000116237,ICMT,Tier 2,Y,N,N
ENSG00000116337,AMPD2,Tier 2,Y,N,N
ENSG00000116649,SRM,Tier 2,Y,N,N
ENSG00000116748,AMPD1,Tier 2,Y,N,N
ENSG00000116882,HAO2,Tier 2,Y,N,N
ENSG00000117009,KMO,Tier 2,Y,N,N
ENSG00000117152,RGS4,Tier 2,Y,N,N
ENSG00000117266,CDK18,Tier 2,Y,N,N
ENSG00000117298,ECE1,Tier 2,Y,Y,N
ENSG00000117308,GALE,Tier 2,Y,N,N
ENSG00000117394,SLC2A1,Tier 2,Y,N,N
ENSG00000117834,SLC5A9,Tier 2,Y,N,N
ENSG00000118194,TNNT2,Tier 2,Y,N,N
ENSG00000118515,SGK1,Tier 2,Y,N,N
ENSG00000118762,PKD2,Tier 2,Y,N,N
ENSG00000118939,UCHL3,Tier 2,Y,N,N
ENSG00000119121,TRPM6,Tier 2,Y,N,N
ENSG00000119408,NEK6,Tier 2,Y,N,N
ENSG00000119638,NEK9,Tier 2,Y,N,N
ENSG00000119912,IDE,Tier 2,Y,Y,N
ENSG00000119915,ELOVL3,Tier 2,Y,N,N
ENSG00000120054,CPN1,Tier 2,Y,Y,N
ENSG00000120868,APAF1,Tier 2,Y,N,N
ENSG00000121774,KHDRBS1,Tier 2,Y,N,N
ENSG00000121858,TNFSF10,Tier 2,Y,Y,N
ENSG00000121989,ACVR2A,Tier 2,Y,N,N
ENSG00000122012,SV2C,Tier 2,Y,N,N
ENSG00000122121,XPNPEP2,Tier 2,Y,N,N
ENSG00000122861,PLAU,Tier 2,Y,Y,N
ENSG00000122873,CISD1,Tier 2,Y,N,N
ENSG00000123268,ATF1,Tier 2,Y,N,N
ENSG00000123358,NR4A1,Tier 2,Y,N,N
ENSG00000123360,PDE1B,Tier 2,Y,N,N
ENSG00000123454,DBH,Tier 2,Y,N,N
ENSG00000123700,KCNJ2,Tier 2,Y,Y,N
ENSG00000123815,ADCK4,Tier 2,Y,N,N
ENSG00000123992,DNPEP,Tier 2,Y,N,N
ENSG00000124140,SLC12A5,Tier 2,Y,N,N
ENSG00000124151,NCOA3,Tier 2,Y,N,N
ENSG00000124253,PCK1,Tier 2,Y,N,N
ENSG00000124299,PEPD,Tier 2,Y,N,N
ENSG00000124491,F13A1,Tier 2,Y,Y,N
ENSG00000124493,GRM4,Tier 2,Y,N,N
ENSG00000124762,CDKN1A,Tier 2,Y,N,N
ENSG00000124767,GLO1,Tier 2,Y,N,N
ENSG00000125378,BMP4,Tier 2,Y,Y,N
ENSG00000125780,TGM3,Tier 2,Y,N,N
ENSG00000126012,KDM5C,Tier 2,Y,N,N
ENSG00000126247,CAPNS1,Tier 2,Y,N,N
ENSG00000126261,UBA2,Tier 2,Y,N,N
ENSG00000126262,FFAR2,Tier 2,Y,N,N
ENSG00000126368,NR1D1,Tier 2,Y,N,N
ENSG00000126561,STAT5A,Tier 2,Y,N,N
ENSG00000126602,TRAP1,Tier 2,Y,N,N
ENSG00000127329,PTPRB,Tier 2,Y,N,N
ENSG00000127445,PIN1,Tier 2,Y,N,N
ENSG00000127472,PLA2G5,Tier 2,Y,Y,N
ENSG00000127564,PKMYT1,Tier 2,Y,N,N
ENSG00000127947,PTPN12,Tier 2,Y,N,N
ENSG00000128285,MCHR1,Tier 2,Y,Y,N
ENSG00000128310,GALR3,Tier 2,Y,Y,N
ENSG00000128383,APOBEC3A,Tier 2,Y,N,N
ENSG00000128951,DUT,Tier 2,Y,N,N
ENSG00000129167,TPH1,Tier 2,Y,N,N
ENSG00000129219,PLD2,Tier 2,Y,N,N
ENSG00000129450,SIGLEC9,Tier 2,N,Y,N
ENSG00000129473,BCL2L2,Tier 2,Y,N,N
ENSG00000129991,TNNI3,Tier 2,Y,N,N
ENSG00000130037,KCNA5,Tier 2,Y,N,N
ENSG00000130164,LDLR,Tier 2,Y,Y,N
ENSG00000130234,ACE2,Tier 2,Y,Y,N
ENSG00000130821,SLC6A8,Tier 2,Y,N,N
ENSG00000130948,HSD17B3,Tier 2,Y,N,N
ENSG00000131203,IDO1,Tier 2,Y,N,N
ENSG00000131408,NR1H2,Tier 2,Y,N,N
ENSG00000131473,ACLY,Tier 2,Y,N,N
ENSG00000131480,AOC2,Tier 2,Y,N,N
ENSG00000131482,G6PC,Tier 2,Y,N,N
ENSG00000132142,ACACA,Tier 2,Y,N,N
ENSG00000132164,SLC6A11,Tier 2,Y,N,N
ENSG00000132196,HSD17B7,Tier 2,Y,N,N
ENSG00000132670,PTPRA,Tier 2,Y,N,N
ENSG00000132840,BHMT2,Tier 2,Y,N,N
ENSG00000132906,CASP9,Tier 2,Y,N,N
ENSG00000132915,PDE6A,Tier 2,Y,N,N
ENSG00000133056,PIK3C2B,Tier 2,Y,N,N
ENSG00000133275,CSNK1G2,Tier 2,Y,N,N
ENSG00000133706,LARS,Tier 2,Y,N,N
ENSG00000133805,AMPD3,Tier 2,Y,N,N
ENSG00000134072,CAMK1,Tier 2,Y,N,N
ENSG00000134216,CHIA,Tier 2,Y,Y,N
ENSG00000134242,PTPN22,Tier 2,Y,N,N
ENSG00000134333,LDHA,Tier 2,Y,N,N
ENSG00000134480,CCNH,Tier 2,Y,N,N
ENSG00000134684,YARS,Tier 2,Y,Y,N
ENSG00000134817,APLNR,Tier 2,Y,Y,N
ENSG00000134899,ERCC5,Tier 2,Y,N,N
ENSG00000135124,P2RX4,Tier 2,Y,N,N
ENSG00000135486,HNRNPA1,Tier 2,Y,N,N
ENSG00000135577,NMBR,Tier 2,Y,Y,N
ENSG00000135587,SMPD2,Tier 2,Y,N,N
ENSG00000135678,CPM,Tier 2,Y,Y,N
ENSG00000135898,GPR55,Tier 2,Y,N,N
ENSG00000136098,NEK3,Tier 2,Y,N,N
ENSG00000136448,NMT1,Tier 2,Y,N,N
ENSG00000136810,TXN,Tier 2,Y,Y,N
ENSG00000136869,TLR4,Tier 2,Y,Y,N
ENSG00000136877,FPGS,Tier 2,Y,N,N
ENSG00000136931,NR5A1,Tier 2,Y,N,N
ENSG00000136960,ENPP2,Tier 2,Y,Y,N
ENSG00000137055,PLAA,Tier 2,Y,N,N
ENSG00000137168,PPIL1,Tier 2,N,Y,N
ENSG00000137563,GGH,Tier 2,Y,Y,N
ENSG00000137601,NEK1,Tier 2,Y,N,N
ENSG00000137674,MMP20,Tier 2,Y,Y,N
ENSG00000137675,MMP27,Tier 2,Y,Y,N
ENSG00000137875,BCL2L10,Tier 2,Y,N,N
ENSG00000137948,BRDT,Tier 2,Y,N,N
ENSG00000138030,KHK,Tier 2,Y,N,N
ENSG00000138032,PPM1B,Tier 2,Y,N,N
ENSG00000138207,RBP4,Tier 2,Y,Y,N
ENSG00000138363,ATIC,Tier 2,Y,N,N
ENSG00000138395,CDK15,Tier 2,Y,N,N
ENSG00000138398,PPIG,Tier 2,N,Y,N
ENSG00000138468,SENP7,Tier 2,Y,N,N
ENSG00000138622,HCN4,Tier 2,Y,N,N
ENSG00000138744,NAAA,Tier 2,Y,N,N
ENSG00000138792,ENPEP,Tier 2,Y,Y,N
ENSG00000138794,CASP6,Tier 2,Y,N,N
ENSG00000139144,PIK3C2G,Tier 2,Y,N,N
ENSG00000139190,VAMP1,Tier 2,N,Y,N
ENSG00000139287,TPH2,Tier 2,Y,N,N
ENSG00000139687,RB1,Tier 2,Y,N,N
ENSG00000140263,SORD,Tier 2,Y,Y,N
ENSG00000140287,HDC,Tier 2,Y,N,N
ENSG00000140379,BCL2A1,Tier 2,Y,N,N
ENSG00000140943,MBTPS1,Tier 2,Y,Y,N
ENSG00000141401,IMPA2,Tier 2,Y,N,N
ENSG00000141753,IGFBP4,Tier 2,Y,Y,N
ENSG00000141837,CACNA1A,Tier 2,Y,N,N
ENSG00000141867,BRD4,Tier 2,Y,N,N
ENSG00000142082,SIRT3,Tier 2,Y,N,N
ENSG00000142149,HUNK,Tier 2,Y,N,N
ENSG00000142230,SAE1,Tier 2,Y,N,N
ENSG00000142453,CARM1,Tier 2,Y,N,N
ENSG00000142515,KLK3,Tier 2,Y,Y,N
ENSG00000142619,PADI3,Tier 2,Y,N,N
ENSG00000142623,PADI1,Tier 2,Y,N,N
ENSG00000142657,PGD,Tier 2,Y,N,N
ENSG00000142733,MAP3K6,Tier 2,Y,N,N
ENSG00000142875,PRKACB,Tier 2,Y,N,N
ENSG00000142920,ADC,Tier 2,Y,N,N
ENSG00000142949,PTPRF,Tier 2,Y,N,N
ENSG00000143224,PPOX,Tier 2,Y,N,N
ENSG00000143384,MCL1,Tier 2,Y,N,N
ENSG00000143393,PI4KB,Tier 2,Y,N,N
ENSG00000143479,DYRK3,Tier 2,Y,N,N
ENSG00000143603,KCNN3,Tier 2,Y,N,N
ENSG00000143627,PKLR,Tier 2,Y,N,N
ENSG00000143727,ACP1,Tier 2,Y,N,N
ENSG00000143776,CDC42BPA,Tier 2,Y,N,N
ENSG00000143933,CALM2,Tier 2,Y,Y,N
ENSG00000144407,PTH2R,Tier 2,N,Y,N
ENSG00000144476,ACKR3,Tier 2,Y,Y,N
ENSG00000144579,CTDSP1,Tier 2,Y,N,N
ENSG00000144959,NCEH1,Tier 2,Y,N,N
ENSG00000145284,SCD5,Tier 2,Y,N,N
ENSG00000145335,SNCA,Tier 2,Y,Y,N
ENSG00000145384,FABP2,Tier 2,Y,N,N
ENSG00000145451,GLRA3,Tier 2,Y,Y,N
ENSG00000145632,PLK2,Tier 2,Y,N,N
ENSG00000145675,PIK3R1,Tier 2,Y,N,N
ENSG00000145692,BHMT,Tier 2,Y,N,N
ENSG00000145730,PAM,Tier 2,Y,Y,N
ENSG00000145982,FARS2,Tier 2,Y,N,N
ENSG00000146276,GABRR1,Tier 2,Y,Y,N
ENSG00000146674,IGFBP3,Tier 2,Y,Y,N
ENSG00000146678,IGFBP1,Tier 2,Y,Y,N
ENSG00000147044,CASK,Tier 2,Y,Y,N
ENSG00000147262,GPR119,Tier 2,Y,Y,N
ENSG00000147432,CHRNB3,Tier 2,Y,N,N
ENSG00000147434,CHRNA6,Tier 2,Y,Y,N
ENSG00000148734,NPFFR1,Tier 2,Y,Y,N
ENSG00000148832,PAOX,Tier 2,Y,N,N
ENSG00000149311,ATM,Tier 2,Y,N,N
ENSG00000149418,ST14,Tier 2,Y,N,N
ENSG00000149451,ADAM33,Tier 2,Y,N,N
ENSG00000149930,TAOK2,Tier 2,Y,N,N
ENSG00000151292,CSNK1G3,Tier 2,Y,N,N
ENSG00000151414,NEK7,Tier 2,Y,N,N
ENSG00000151552,QDPR,Tier 2,Y,N,N
ENSG00000151632,AKR1C2,Tier 2,Y,N,N
ENSG00000151651,ADAM8,Tier 2,Y,Y,N
ENSG00000151704,KCNJ1,Tier 2,Y,Y,N
ENSG00000151790,TDO2,Tier 2,Y,N,N
ENSG00000152034,MCHR2,Tier 2,Y,Y,N
ENSG00000152256,PDK1,Tier 2,Y,N,N
ENSG00000152495,CAMK4,Tier 2,Y,N,N
ENSG00000152689,RASGRP3,Tier 2,Y,N,N
ENSG00000152904,GGPS1,Tier 2,Y,N,N
ENSG00000152953,STK32B,Tier 2,Y,N,N
ENSG00000153002,CPB1,Tier 2,Y,Y,N
ENSG00000153201,RANBP2,Tier 2,N,Y,N
ENSG00000153234,NR4A2,Tier 2,Y,N,N
ENSG00000153802,TMPRSS11D,Tier 2,Y,Y,N
ENSG00000154025,SLC5A10,Tier 2,Y,N,N
ENSG00000154277,UCHL1,Tier 2,Y,N,N
ENSG00000154678,PDE1C,Tier 2,Y,N,N
ENSG00000154734,ADAMTS1,Tier 2,Y,Y,N
ENSG00000154736,ADAMTS5,Tier 2,Y,Y,N
ENSG00000155096,AZIN1,Tier 2,Y,N,N
ENSG00000156110,ADK,Tier 2,Y,N,N
ENSG00000156113,KCNMA1,Tier 2,Y,N,N
ENSG00000156136,DCK,Tier 2,Y,N,N
ENSG00000156510,HKDC1,Tier 2,Y,N,N
ENSG00000157106,SMG1,Tier 2,Y,N,N
ENSG00000157184,CPT2,Tier 2,Y,N,N
ENSG00000157554,ERG,Tier 2,Y,N,N
ENSG00000157778,PSMG3,Tier 2,Y,N,N
ENSG00000158402,CDC25C,Tier 2,Y,N,N
ENSG00000158786,PLA2G2F,Tier 2,Y,Y,N
ENSG00000158859,ADAMTS4,Tier 2,Y,Y,N
ENSG00000158865,SLC5A11,Tier 2,Y,N,N
ENSG00000159267,HLCS,Tier 2,Y,N,N
ENSG00000159403,C1R,Tier 2,Y,Y,N
ENSG00000159593,NAE1,Tier 2,Y,N,N
ENSG00000159788,RGS12,Tier 2,Y,N,N
ENSG00000160014,CALM3,Tier 2,Y,Y,N
ENSG00000160191,PDE9A,Tier 2,Y,N,N
ENSG00000160211,G6PD,Tier 2,Y,N,N
ENSG00000160285,LSS,Tier 2,Y,N,N
ENSG00000160307,S100B,Tier 2,Y,Y,N
ENSG00000161570,CCL5,Tier 2,Y,Y,N
ENSG00000161960,EIF4A1,Tier 2,Y,N,N
ENSG00000162383,SLC1A7,Tier 2,Y,N,N
ENSG00000162438,CTRC,Tier 2,Y,N,N
ENSG00000162551,ALPL,Tier 2,Y,Y,N
ENSG00000162692,VCAM1,Tier 2,Y,Y,N
ENSG00000162711,NLRP3,Tier 2,Y,N,N
ENSG00000162728,KCNJ9,Tier 2,Y,Y,N
ENSG00000162881,OXER1,Tier 2,Y,Y,N
ENSG00000162889,MAPKAPK2,Tier 2,Y,N,N
ENSG00000162909,CAPN2,Tier 2,Y,N,N
ENSG00000163050,ADCK3,Tier 2,Y,N,N
ENSG00000163098,BIRC8,Tier 2,Y,N,N
ENSG00000163106,HPGDS,Tier 2,Y,N,N
ENSG00000163286,ALPPL2,Tier 2,Y,N,N
ENSG00000163295,ALPI,Tier 2,Y,Y,N
ENSG00000163482,STK36,Tier 2,Y,N,N
ENSG00000163629,PTPN13,Tier 2,Y,N,N
ENSG00000163631,ALB,Tier 2,Y,Y,N
ENSG00000163751,CPA3,Tier 2,Y,Y,N
ENSG00000163788,SNRK,Tier 2,Y,N,N
ENSG00000163931,TKT,Tier 2,Y,N,N
ENSG00000164045,CDC25A,Tier 2,Y,N,N
ENSG00000164116,GUCY1A3,Tier 2,Y,N,N
ENSG00000164120,HPGD,Tier 2,Y,N,N
ENSG00000164128,NPY1R,Tier 2,Y,Y,N
ENSG00000164219,PGGT1B,Tier 2,Y,N,N
ENSG00000164251,F2RL1,Tier 2,Y,Y,N
ENSG00000164305,CASP3,Tier 2,Y,N,N
ENSG00000164362,TERT,Tier 2,Y,N,N
ENSG00000164588,HCN1,Tier 2,Y,N,N
ENSG00000165140,FBP1,Tier 2,Y,N,N
ENSG00000165168,CYBB,Tier 2,Y,N,N
ENSG00000165280,VCP,Tier 2,Y,N,N
ENSG00000165591,FAAH2,Tier 2,Y,N,N
ENSG00000165704,HPRT1,Tier 2,Y,N,N
ENSG00000165752,STK32C,Tier 2,Y,N,N
ENSG00000165806,CASP7,Tier 2,Y,N,N
ENSG00000165862,PNLIPRP2,Tier 2,Y,Y,N
ENSG00000165970,SLC6A5,Tier 2,Y,N,N
ENSG00000166192,SENP8,Tier 2,Y,N,N
ENSG00000166483,WEE1,Tier 2,Y,N,N
ENSG00000166484,MAPK7,Tier 2,Y,N,N
ENSG00000166548,TK2,Tier 2,Y,N,N
ENSG00000166598,HSP90B1,Tier 2,Y,Y,N
ENSG00000166670,MMP10,Tier 2,Y,Y,N
ENSG00000166825,ANPEP,Tier 2,Y,Y,N
ENSG00000166828,SCNN1G,Tier 2,Y,Y,N
ENSG00000166888,STAT6,Tier 2,Y,N,N
ENSG00000166908,PIP4K2C,Tier 2,Y,N,N
ENSG00000166948,TGM6,Tier 2,Y,N,N
ENSG00000166949,SMAD3,Tier 2,Y,N,N
ENSG00000166986,MARS,Tier 2,Y,N,N
ENSG00000167114,SLC27A4,Tier 2,Y,N,N
ENSG00000167207,NOD2,Tier 2,Y,N,N
ENSG00000167261,DPEP2,Tier 2,Y,N,N
ENSG00000167280,ENGASE,Tier 2,Y,N,N
ENSG00000167508,MVD,Tier 2,Y,N,N
ENSG00000167748,KLK1,Tier 2,Y,Y,N
ENSG00000167779,IGFBP6,Tier 2,Y,Y,N
ENSG00000167780,SOAT2,Tier 2,Y,N,N
ENSG00000168036,CTNNB1,Tier 2,Y,N,N
ENSG00000168078,PBK,Tier 2,Y,N,N
ENSG00000168329,CX3CR1,Tier 2,Y,Y,N
ENSG00000168397,ATG4B,Tier 2,Y,N,N
ENSG00000168447,SCNN1B,Tier 2,Y,Y,N
ENSG00000168487,BMP1,Tier 2,Y,Y,N
ENSG00000168496,FEN1,Tier 2,Y,N,N
ENSG00000168646,AXIN2,Tier 2,Y,N,N
ENSG00000168925,CTRB1,Tier 2,Y,Y,N
ENSG00000168938,PPIC,Tier 2,N,Y,N
ENSG00000169118,CSNK1G1,Tier 2,Y,N,N
ENSG00000169302,STK32A,Tier 2,Y,N,N
ENSG00000169618,PROKR1,Tier 2,Y,Y,N
ENSG00000169684,CHRNA5,Tier 2,Y,N,N
ENSG00000169692,AGPAT2,Tier 2,Y,N,N
ENSG00000169860,P2RY1,Tier 2,Y,Y,N
ENSG00000169925,BRD3,Tier 2,Y,N,N
ENSG00000170027,YWHAG,Tier 2,Y,N,N
ENSG00000170242,USP47,Tier 2,Y,N,N
ENSG00000170255,MRGPRX1,Tier 2,Y,Y,N
ENSG00000170266,GLB1,Tier 2,Y,Y,N
ENSG00000170323,FABP4,Tier 2,Y,N,N
ENSG00000170345,FOS,Tier 2,Y,N,N
ENSG00000170390,DCLK2,Tier 2,Y,N,N
ENSG00000170522,ELOVL6,Tier 2,Y,N,N
ENSG00000170835,CEL,Tier 2,Y,Y,N
ENSG00000170890,PLA2G1B,Tier 2,Y,Y,N
ENSG00000171049,FPR2,Tier 2,Y,Y,N
ENSG00000171051,FPR1,Tier 2,Y,Y,N
ENSG00000171219,CDC42BPG,Tier 2,Y,N,N
ENSG00000171509,RXFP1,Tier 2,Y,Y,N
ENSG00000171517,LPAR3,Tier 2,Y,N,N
ENSG00000171631,P2RY6,Tier 2,Y,Y,N
ENSG00000171860,C3AR1,Tier 2,Y,Y,N
ENSG00000171865,RNASEH1,Tier 2,Y,N,N
ENSG00000171960,PPIH,Tier 2,N,Y,N
ENSG00000172071,EIF2AK3,Tier 2,Y,N,N
ENSG00000172236,TPSAB1,Tier 2,Y,Y,N
ENSG00000172531,PPP1CA,Tier 2,Y,N,N
ENSG00000172939,OXSR1,Tier 2,Y,N,N
ENSG00000172943,PHF8,Tier 2,Y,N,N
ENSG00000173039,RELA,Tier 2,Y,N,N
ENSG00000173083,HPSE,Tier 2,Y,Y,N
ENSG00000173120,KDM2A,Tier 2,Y,N,N
ENSG00000173213,,Tier 2,Y,Y,N
ENSG00000173239,LIPM,Tier 2,Y,N,N
ENSG00000173273,TNKS,Tier 2,Y,N,N
ENSG00000173366,,Tier 2,Y,N,N
ENSG00000173486,FKBP2,Tier 2,Y,Y,N
ENSG00000173653,RCE1,Tier 2,Y,N,N
ENSG00000173757,STAT5B,Tier 2,Y,N,N
ENSG00000173826,KCNH6,Tier 2,Y,N,N
ENSG00000173846,PLK3,Tier 2,Y,N,N
ENSG00000173868,PHOSPHO1,Tier 2,Y,N,N
ENSG00000173876,TUBB8,Tier 2,Y,Y,N
ENSG00000174080,CTSF,Tier 2,Y,N,N
ENSG00000174600,CMKLR1,Tier 2,Y,Y,N
ENSG00000174738,NR1D2,Tier 2,Y,N,N
ENSG00000174876,AMY1B,Tier 2,Y,Y,N
ENSG00000175054,ATR,Tier 2,Y,N,N
ENSG00000175354,PTPN2,Tier 2,Y,N,N
ENSG00000175445,LPL,Tier 2,Y,Y,N
